"well_id","carbon","cell_num","growth","biofilm","day","class","location"
"flowcyto_50_h10_H6","trehalose","50",0.3434,0.4128,"14","LGLB","edge"
"flowcyto_100_h14_G9","trehalose","100",0.9364,0.4113,"14","HGLB","inside"
"flowcyto_100_h12_B8","trehalose","100",0.8478,0.3985,"14","HGLB","inside"
"flowcyto_100_h14_D9","trehalose","100",0.7674,0.3976,"14","HGLB","inside"
"flowcyto_100_h12_E5","trehalose","100",0.759,0.394,"14","HGLB","inside"
"flowcyto_100_h14_G7","trehalose","100",0.7577,0.398,"14","HGLB","inside"
"flowcyto_100_h11_E2","trehalose","100",0.745,0.4347,"14","HGLB","inside"
"flowcyto_100_h11_H7","trehalose","100",1.0056,0.5454,"14","HGLB","edge"
"flowcyto_100_h14_A7","trehalose","100",1.2852,0.5947,"14","HGLB","edge"
"flowcyto_100_h13_B1","trehalose","100",1.2283,0.7014,"14","HGLB","edge"
"flowcyto_100_h13_A9","trehalose","100",1.0184,0.4986,"14","HGLB","edge"
"flowcyto_100_h11_F7","trehalose","100",0.7113,3.1873,"14","HGHB","inside"
"flowcyto_100_h13_E10","trehalose","100",0.6205,2.4218,"14","HGHB","inside"
"flowcyto_100_h15_F9","trehalose","100",0.7001,2.4033,"14","HGHB","inside"
"flowcyto_100_h12_F5","trehalose","100",0.6047,2.187,"14","HGHB","inside"
"flowcyto_100_h13_G7","trehalose","100",0.865,1.5611,"14","HGHB","inside"
"flowcyto_100_h11_C6","trehalose","100",1.0408,1.0273,"14","HGHB","inside"
"flowcyto_100_h12_A2","trehalose","100",1.2459,2.0101,"14","HGHB","edge"
"flowcyto_100_h11_G12","trehalose","100",1.4815,1.8184,"14","HGHB","edge"
"flowcyto_100_h13_H7","trehalose","100",1.279,3.23,"14","HGHB","edge"
"flowcyto_100_h14_H4","trehalose","100",1.1234,2.3888,"14","HGHB","edge"
"flowcyto_100_h14_B3","trehalose","100",0.4774,2.519,"14","LGHB","inside"
"flowcyto_100_h11_E4","trehalose","100",0.4271,2.3038,"14","LGHB","inside"
"flowcyto_100_h11_F6","trehalose","100",0.3823,2.2777,"14","LGHB","inside"
"flowcyto_100_h13_D2","trehalose","100",0.4925,2.0407,"14","LGHB","inside"
"flowcyto_100_h11_D6","trehalose","100",0.3514,1.8085,"14","LGHB","inside"
"flowcyto_100_h13_B10","trehalose","100",0.5078,1.7525,"14","LGHB","inside"
"flowcyto_100_h13_H1","trehalose","100",0.5258,3.4072,"14","LGHB","edge"
"flowcyto_100_h12_H7","trehalose","100",0.524,9.5046,"14","LGHB","edge"
"flowcyto_100_h12_A11","trehalose","100",0.6308,6.6801,"14","LGHB","edge"
"flowcyto_100_h12_A12","trehalose","100",0.2737,3.8932,"14","LGHB","edge"
"flowcyto_100_h11_E6","trehalose","100",0.4954,0.395,"14","LGLB","inside"
"flowcyto_100_h14_E10","trehalose","100",0.4874,0.4268,"14","LGLB","inside"
"flowcyto_100_h13_C8","trehalose","100",0.4799,0.416,"14","LGLB","inside"
"flowcyto_100_h11_E11","trehalose","100",0.4778,0.3878,"14","LGLB","inside"
"flowcyto_100_h13_E4","trehalose","100",0.3499,0.4425,"14","LGLB","inside"
"flowcyto_100_h12_G4","trehalose","100",0.2834,0.4139,"14","LGLB","inside"
"flowcyto_100_h15_D1","trehalose","100",0.5696,0.5328,"14","LGLB","edge"
"flowcyto_100_h15_A6","trehalose","100",0.335,0.4106,"14","LGLB","edge"
"flowcyto_100_h12_B12","trehalose","100",0.484,0.4838,"14","LGLB","edge"
"flowcyto_100_h11_H10","trehalose","100",0.5264,0.5721,"14","LGLB","edge"
"flowcyto_250_h18_B7","trehalose","250",0.8449,0.6334,"14","HGLB","inside"
"flowcyto_250_h16_C7","trehalose","250",0.8043,0.4703,"14","HGLB","inside"
"flowcyto_250_h17_B8","trehalose","250",0.7684,0.4431,"14","HGLB","inside"
"flowcyto_250_h19_E5","trehalose","250",0.7653,0.502,"14","HGLB","inside"
"flowcyto_250_h17_D9","trehalose","250",0.7322,0.4944,"14","HGLB","inside"
"flowcyto_250_h19_D6","trehalose","250",0.7395,0.5013,"14","HGLB","inside"
"flowcyto_250_h16_A7","trehalose","250",1.2648,0.4337,"14","HGLB","edge"
"flowcyto_250_h20_A9","trehalose","250",1.6671,0.3922,"14","HGLB","edge"
"flowcyto_250_h16_A6","trehalose","250",1.5541,0.7744,"14","HGLB","edge"
"flowcyto_250_h20_A8","trehalose","250",1.4168,0.4564,"14","HGLB","edge"
"flowcyto_250_h20_E8","trehalose","250",0.6931,3.5823,"14","HGHB","inside"
"flowcyto_250_h20_E7","trehalose","250",0.6472,3.5035,"14","HGHB","inside"
"flowcyto_250_h17_G7","trehalose","250",0.7486,2.4678,"14","HGHB","inside"
"flowcyto_250_h19_B7","trehalose","250",0.6205,2.1379,"14","HGHB","inside"
"flowcyto_250_h16_G3","trehalose","250",0.7898,1.5389,"14","HGHB","inside"
"flowcyto_250_h16_F7","trehalose","250",0.8352,1.4794,"14","HGHB","inside"
"flowcyto_250_h16_A4","trehalose","250",1.0027,3.2431,"14","HGHB","edge"
"flowcyto_250_h17_A8","trehalose","250",1.3153,1.6681,"14","HGHB","edge"
"flowcyto_250_h17_H12","trehalose","250",1.2899,3.0329,"14","HGHB","edge"
"flowcyto_250_h18_H1","trehalose","250",1.5257,2.0065,"14","HGHB","edge"
"flowcyto_250_h18_G5","trehalose","250",0.5037,3.9044,"14","LGHB","inside"
"flowcyto_250_h20_G6","trehalose","250",0.4912,3.6833,"14","LGHB","inside"
"flowcyto_250_h19_C6","trehalose","250",0.3698,3.6097,"14","LGHB","inside"
"flowcyto_250_h20_C4","trehalose","250",0.5113,3.5822,"14","LGHB","inside"
"flowcyto_250_h19_E2","trehalose","250",0.4792,3.4483,"14","LGHB","inside"
"flowcyto_250_h17_D5","trehalose","250",0.3232,3.1978,"14","LGHB","inside"
"flowcyto_250_h17_A12","trehalose","250",0.2355,2.3883,"14","LGHB","edge"
"flowcyto_250_h19_H1","trehalose","250",0.5691,8.6982,"14","LGHB","edge"
"flowcyto_250_h19_G1","trehalose","250",0.4656,3.646,"14","LGHB","edge"
"flowcyto_250_h16_B12","trehalose","250",0.4528,3.2561,"14","LGHB","edge"
"flowcyto_250_h20_D4","trehalose","250",0.3822,0.4545,"14","LGLB","inside"
"flowcyto_250_h20_C6","trehalose","250",0.3757,0.5041,"14","LGLB","inside"
"flowcyto_250_h19_D8","trehalose","250",0.3616,0.4815,"14","LGLB","inside"
"flowcyto_250_h16_B2","trehalose","250",0.3454,0.631,"14","LGLB","inside"
"flowcyto_250_h18_F11","trehalose","250",0.3408,0.612,"14","LGLB","inside"
"flowcyto_250_h20_F7","trehalose","250",0.3092,0.5178,"14","LGLB","inside"
"flowcyto_250_h16_D12","trehalose","250",0.5689,0.5632,"14","LGLB","edge"
"flowcyto_250_h20_A12","trehalose","250",0.1167,0.6668,"14","LGLB","edge"
"flowcyto_250_h18_A3","trehalose","250",0.3638,0.5679,"14","LGLB","edge"
"flowcyto_250_h18_A1","trehalose","250",0.3694,0.5589,"14","LGLB","edge"
